input_name,author_name,orcid,work_openalex_id,title,year,venue,doi,cited_by_count,type,openalex_url,counts_by_year,fwci,is_in_top_10_percent
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W2028643299,A Liouville-space method for the decoupling of the polarization propagator equation of motion,1999,Chemical Physics Letters,https://doi.org/10.1016/s0009-2614(99)00265-1,4,article,https://openalex.org/W2028643299,"[{'year': 2018, 'cited_by_count': 1}, {'year': 2012, 'cited_by_count': 1}]",0.4643,False
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W2063973684,An Exact Expression to Calculate the Derivatives of Position-Dependent Observables in Molecular Simulations with Flexible Constraints,2011,PLoS ONE,https://doi.org/10.1371/journal.pone.0024563,3,article,https://openalex.org/W2063973684,"[{'year': 2018, 'cited_by_count': 1}, {'year': 2017, 'cited_by_count': 1}]",0.1328,False
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W2027195422,Finite expansion of the inverse matrix in the polarization propagator method,2000,Theoretical Chemistry Accounts,https://doi.org/10.1007/s002140000176,2,article,https://openalex.org/W2027195422,"[{'year': 2018, 'cited_by_count': 1}, {'year': 2012, 'cited_by_count': 1}]",0.0,False
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W3201751162,Combination of pose and rank consensus in docking-based virtual screening: the best of both worlds,2021,,https://doi.org/10.33774/chemrxiv-2021-c82mw,2,preprint,https://openalex.org/W3201751162,"[{'year': 2023, 'cited_by_count': 1}, {'year': 2022, 'cited_by_count': 1}]",0.32018424,False
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W4242913553,In silico Drug Repurposing for COVID-19: Targeting SARS-CoV-2 Proteins through Docking and Quantum Mechanical Scoring,2020,,https://doi.org/10.26434/chemrxiv.12110199.v2,2,preprint,https://openalex.org/W4242913553,"[{'year': 2022, 'cited_by_count': 1}, {'year': 2021, 'cited_by_count': 1}]",0.29417621,False
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W2028115270,Localization method for semiempirical molecular orbitals based on the boys-foster criterion,1990,Journal of Molecular Structure THEOCHEM,https://doi.org/10.1016/0166-1280(90)80031-i,1,article,https://openalex.org/W2028115270,"[{'year': 2018, 'cited_by_count': 1}]",0.0,False
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W2952691035,In silico Identification of Novel EGFR Inhibitors with Antiproliferative Activity Against Cancer Cells.,2006,ChemInform,https://doi.org/10.1002/chin.200629207,1,article,https://openalex.org/W2952691035,"[{'year': 2013, 'cited_by_count': 1}]",0.0,False
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W4238873164,Correction: An Exact Expression to Calculate the Derivatives of Position-Dependent Observables in Molecular Simulations with Flexible Constraints,2017,PLoS ONE,https://doi.org/10.1371/journal.pone.0189454,1,erratum,https://openalex.org/W4238873164,"[{'year': 2018, 'cited_by_count': 1}]",0.13361471,False
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W4254776923,Combination of pose and rank consensus in docking-based virtual screening: the best of both worlds,2021,,https://doi.org/10.26434/chemrxiv-2021-c82mw,1,preprint,https://openalex.org/W4254776923,"[{'year': 2024, 'cited_by_count': 1}]",0.16009212,False
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W4296099026,Editorial: Development of COVID-19 therapies: Lessons learnt and ongoing efforts,2022,Frontiers in Drug Discovery,https://doi.org/10.3389/fddsv.2022.1019705,1,editorial,https://openalex.org/W4296099026,"[{'year': 2024, 'cited_by_count': 1}]",0.26334776,False
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W3080922922,Functional and druggability analysis of the SARS-CoV-2 proteome,2020,,https://doi.org/10.1101/2020.08.21.261404,5,preprint,https://openalex.org/W3080922922,"[{'year': 2022, 'cited_by_count': 1}, {'year': 2021, 'cited_by_count': 4}]",,
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W1566256344,Handling Protein Flexibility in Docking and High‐Throughput Docking: From Algorithms to Applications,2011,Methods and principles in medicinal chemistry,https://doi.org/10.1002/9783527633326.ch9,4,other,https://openalex.org/W1566256344,"[{'year': 2020, 'cited_by_count': 1}, {'year': 2018, 'cited_by_count': 2}, {'year': 2016, 'cited_by_count': 1}]",,
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W2896110598,The ULK1-FBXW5-SEC23B nexus controls autophagy,2018,,https://doi.org/10.1101/441923,1,preprint,https://openalex.org/W2896110598,"[{'year': 2023, 'cited_by_count': 1}]",,
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W2987603187,Author response: The ULK1-FBXW5-SEC23B nexus controls autophagy,2018,,https://doi.org/10.7554/elife.42253.027,1,peer-review,https://openalex.org/W2987603187,"[{'year': 2020, 'cited_by_count': 1}]",,
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W2146142556,"Cover Picture: 2,3‐Dihydro‐1‐Benzofuran Derivatives as a Series of Potent Selective Cannabinoid Receptor 2 Agonists: Design, Synthesis, and Binding Mode Prediction through Ligand‐Steered Modeling (ChemMedChem 10/2009)",2009,ChemMedChem,https://doi.org/10.1002/cmdc.200990046,0,paratext,https://openalex.org/W2146142556,[],0.0,False
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W2906154835,Estudio sobre aproximaciones racionales al problema de la función de Green en sistemas de muchas partículas,1999,Repositorio Digital Institucional de la Universidad de Buenos Aires (Universidad de Buenos Aires),,0,article,https://openalex.org/W2906154835,[],0.0,False
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W3168752964,Isoform Selectivity of Adenylyl Cyclase Inhibitors and Identification of Novel Compounds,2013,The FASEB Journal,https://doi.org/10.1096/fasebj.27.1_supplement.656.7,0,article,https://openalex.org/W3168752964,[],0.0,False
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W3204252166,Reposicionamiento de fármacos para SARS-CoV-2: nuevos usos para drogas ya aprobadas - COVID 19,2020,,,0,article,https://openalex.org/W3204252166,[],0.0,False
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W4254882947,- Protein Structure Modeling in Drug Design,2015,,https://doi.org/10.1201/b18799-13,0,book-chapter,https://openalex.org/W4254882947,[],0.0,False
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W4285265355,Solvent effects on the NMR shieldings of stacked DNA base pairs,2022,Physical Chemistry Chemical Physics,https://doi.org/10.1039/d2cp00398h,0,article,https://openalex.org/W4285265355,[],0.0,False
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W4397739214,CCDC 768198: Experimental Crystal Structure Determination,2011,The Cambridge Structural Database,https://doi.org/10.5517/cctsclj,0,dataset,https://openalex.org/W4397739214,[],,
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W4397924084,CCDC 725803: Experimental Crystal Structure Determination,2011,The Cambridge Structural Database,https://doi.org/10.5517/ccsc80d,0,dataset,https://openalex.org/W4397924084,[],,
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W4409205528,Assessing the Robustness and Scalability of Machine Learning Methods to Accelerate Ultralarge High-Throughput Docking Campaigns,2025,ACS Omega,https://doi.org/10.1021/acsomega.5c00829,0,article,https://openalex.org/W4409205528,[],0.0,False
"Chan, Debora Mirta",Débora Chan,0000-0003-0125-7345,https://openalex.org/W3049427955,Speckle Noise Reduction In Sar Images Using Information Theory,2020,,https://doi.org/10.1109/lagirs48042.2020.9165582,4,article,https://openalex.org/W3049427955,"[{'year': 2026, 'cited_by_count': 2}, {'year': 2025, 'cited_by_count': 1}, {'year': 2022, 'cited_by_count': 1}]",0.0981,False
"Chan, Debora Mirta",Débora Chan,0000-0003-0125-7345,https://openalex.org/W1549601035,Changing etiologies and outcomes of acute liver failure: Perspectives from 6 transplant centers in Argentina,2014,Liver Transplantation,https://doi.org/10.1002/lt.23823,42,article,https://openalex.org/W1549601035,"[{'year': 2025, 'cited_by_count': 4}, {'year': 2024, 'cited_by_count': 1}, {'year': 2023, 'cited_by_count': 3}, {'year': 2022, 'cited_by_count': 6}, {'year': 2020, 'cited_by_count': 3}, {'year': 2019, 'cited_by_count': 5}, {'year': 2018, 'cited_by_count': 5}, {'year': 2017, 'cited_by_count': 4}, {'year': 2016, 'cited_by_count': 6}, {'year': 2015, 'cited_by_count': 4}]",1.9645,False
"Chan, Debora Mirta",Débora Chan,0000-0003-0125-7345,https://openalex.org/W1971935787,Characterization of the Cortisol Stress Response to Sedation and Anesthesia in Children,2012,The Journal of Clinical Endocrinology & Metabolism,https://doi.org/10.1210/jc.2012-1499,41,article,https://openalex.org/W1971935787,"[{'year': 2024, 'cited_by_count': 4}, {'year': 2023, 'cited_by_count': 3}, {'year': 2022, 'cited_by_count': 2}, {'year': 2021, 'cited_by_count': 4}, {'year': 2020, 'cited_by_count': 6}, {'year': 2019, 'cited_by_count': 4}, {'year': 2018, 'cited_by_count': 4}, {'year': 2017, 'cited_by_count': 2}, {'year': 2016, 'cited_by_count': 3}, {'year': 2015, 'cited_by_count': 6}, {'year': 2014, 'cited_by_count': 1}, {'year': 2013, 'cited_by_count': 2}]",1.6774,False
"Chan, Debora Mirta",Débora Chan,0000-0003-0125-7345,https://openalex.org/W2802290754,Survival Time to Biopsy-Proven Acute Rejection and Tacrolimus Adverse Drug Reactions in Pediatric Liver Transplantation,2018,Therapeutic Drug Monitoring,https://doi.org/10.1097/ftd.0000000000000517,16,article,https://openalex.org/W2802290754,"[{'year': 2025, 'cited_by_count': 3}, {'year': 2024, 'cited_by_count': 1}, {'year': 2023, 'cited_by_count': 4}, {'year': 2021, 'cited_by_count': 1}, {'year': 2020, 'cited_by_count': 1}, {'year': 2019, 'cited_by_count': 6}]",1.5254,False
"Chan, Debora Mirta",Débora Chan,0000-0003-0125-7345,https://openalex.org/W4306893479,El uso de juegos digitales en las clases de Matemática: Una revisión sistemática de la literatura,2022,Revista Andina de Educación,https://doi.org/10.32719/26312816.2022.5.2.12,13,article,https://openalex.org/W4306893479,"[{'year': 2025, 'cited_by_count': 7}, {'year': 2024, 'cited_by_count': 2}, {'year': 2023, 'cited_by_count': 4}]",3.5755,True
"Chan, Debora Mirta",Débora Chan,0000-0003-0125-7345,https://openalex.org/W4405895899,Biokinetic gait differences between Hallux valgus patients and asymptomatic subjects,2024,Gait & Posture,https://doi.org/10.1016/j.gaitpost.2024.12.027,2,review,https://openalex.org/W4405895899,"[{'year': 2026, 'cited_by_count': 1}, {'year': 2025, 'cited_by_count': 1}]",1.2142,False
"Chan, Debora Mirta",Débora Chan,0000-0003-0125-7345,https://openalex.org/W2916213582,Short sleep and low milk intake are associated with obesity in a community of school aged children from Argentina,2019,American Journal of Human Biology,https://doi.org/10.1002/ajhb.23224,16,article,https://openalex.org/W2916213582,"[{'year': 2025, 'cited_by_count': 1}, {'year': 2024, 'cited_by_count': 3}, {'year': 2023, 'cited_by_count': 2}, {'year': 2022, 'cited_by_count': 4}, {'year': 2021, 'cited_by_count': 6}]",2.2611,False
"Chan, Debora Mirta",Débora Chan,0000-0003-0125-7345,https://openalex.org/W4207013836,Entropy-Based Non-Local Means Filter for Single-Look SAR Speckle Reduction,2022,Remote Sensing,https://doi.org/10.3390/rs14030509,13,article,https://openalex.org/W4207013836,"[{'year': 2025, 'cited_by_count': 1}, {'year': 2024, 'cited_by_count': 6}, {'year': 2023, 'cited_by_count': 2}, {'year': 2022, 'cited_by_count': 4}]",1.308,False
"Chan, Debora Mirta",Débora Chan,0000-0003-0125-7345,https://openalex.org/W4389085615,Competencias digitales docentes en el nivel de educación superior en Argentina,2023,Cuadernos de Investigación Educativa,https://doi.org/10.18861/cied.2023.14.2.3402,5,article,https://openalex.org/W4389085615,"[{'year': 2025, 'cited_by_count': 5}]",2.3252,True
"Chan, Debora Mirta",Débora Chan,0000-0003-0125-7345,https://openalex.org/W2903966422,Sampling from the 𝒢<sub> <i>I</i> </sub> <sup>0</sup> distribution,2018,Monte Carlo Methods and Applications,https://doi.org/10.1515/mcma-2018-2023,9,article,https://openalex.org/W2903966422,"[{'year': 2022, 'cited_by_count': 2}, {'year': 2020, 'cited_by_count': 4}, {'year': 2019, 'cited_by_count': 3}]",3.1051,True
"Chan, Debora Mirta",Débora Chan,0000-0003-0125-7345,https://openalex.org/W3171031691,El impacto del distanciamiento social en la Educación Superior: la arista docente,2021,Innovaciones educativas,https://doi.org/10.22458/ie.v23i34.3238,6,article,https://openalex.org/W3171031691,"[{'year': 2024, 'cited_by_count': 1}, {'year': 2023, 'cited_by_count': 2}, {'year': 2022, 'cited_by_count': 3}]",1.6525,False
"Chan, Debora Mirta",Débora Chan,0000-0003-0125-7345,https://openalex.org/W4307720465,Intra‑ and Interobserver Reliability of Yamaguchi's Method for the Assessment of First Metatarsal Pronation in Hallux Valgus Deformity,2022,The Journal of Foot & Ankle Surgery,https://doi.org/10.1053/j.jfas.2022.10.008,5,article,https://openalex.org/W4307720465,"[{'year': 2025, 'cited_by_count': 2}, {'year': 2024, 'cited_by_count': 3}]",0.906,False
"Chan, Debora Mirta",Débora Chan,0000-0003-0125-7345,https://openalex.org/W2548403917,"Texture parameter estimation in monopolarized SAR imagery, for the single look case, using extreme value theory",2016,,https://doi.org/10.1109/igarss.2016.7729845,4,article,https://openalex.org/W2548403917,"[{'year': 2020, 'cited_by_count': 2}, {'year': 2019, 'cited_by_count': 1}, {'year': 2018, 'cited_by_count': 1}]",1.5262,False
"Chan, Debora Mirta",Débora Chan,0000-0003-0125-7345,https://openalex.org/W2996182200,Low-Cost Robust Estimation for the Single-Look $\mathcal{G}_{I}^{0}$ Model Using the Pareto Distribution,2019,IEEE Geoscience and Remote Sensing Letters,https://doi.org/10.1109/lgrs.2019.2956635,4,article,https://openalex.org/W2996182200,"[{'year': 2025, 'cited_by_count': 2}, {'year': 2022, 'cited_by_count': 2}]",0.4682,False
"Chan, Debora Mirta",Débora Chan,0000-0003-0125-7345,https://openalex.org/W2764658556,Estimación del riesgo de somatización en pacientes hipertensos,2015,Revista Argentina de Cardiología,https://doi.org/10.7775/rac.es.v83.i2.5942,2,article,https://openalex.org/W2764658556,"[{'year': 2022, 'cited_by_count': 2}]",0.0,False
"Chan, Debora Mirta",Débora Chan,0000-0003-0125-7345,https://openalex.org/W4387056680,"Age, Gender, Body Mass Index, and Foot Loading During Gait",2023,Foot & Ankle Orthopaedics,https://doi.org/10.1177/24730114231198524,2,article,https://openalex.org/W4387056680,"[{'year': 2025, 'cited_by_count': 1}, {'year': 2024, 'cited_by_count': 1}]",0.2244,False
"Chan, Debora Mirta",Débora Chan,0000-0003-0125-7345,https://openalex.org/W4250661970,SPECKLE NOISE REDUCTION IN SAR IMAGES USING INFORMATION THEORY,2020,"The international archives of the photogrammetry, remote sensing and spatial information sciences/International archives of the photogrammetry, remote sensing and spatial information sciences",https://doi.org/10.5194/isprs-archives-xlii-3-w12-2020-141-2020,1,article,https://openalex.org/W4250661970,"[{'year': 2025, 'cited_by_count': 1}]",0.0,False
"Chan, Debora Mirta",Débora Chan,0000-0003-0125-7345,https://openalex.org/W2981933941,Topotecan Penetration Assessment in Retinoblastoma Cells using Shannon Entropy and Coefficient of Variation,2019,,https://doi.org/10.1109/rpic.2019.8882160,2,article,https://openalex.org/W2981933941,"[{'year': 2024, 'cited_by_count': 1}, {'year': 2023, 'cited_by_count': 1}]",0.0,False
"Chan, Debora Mirta",Débora Chan,0000-0003-0125-7345,https://openalex.org/W2071621668,Abstract: P403 ASSOCIATION BETWEEN PLASMA PROPROTEIN CONVERTASE SUBTILISING/KEXIN TYPE 9 (PCSK9) AND LDL-APOB KINETICS IN MEN,2009,Atherosclerosis Supplements,https://doi.org/10.1016/s1567-5688(09)70698-1,1,article,https://openalex.org/W2071621668,"[{'year': 2012, 'cited_by_count': 1}]",0.1105,False
"Chan, Debora Mirta",Débora Chan,0000-0003-0125-7345,https://openalex.org/W2977504497,Time Estimation of Topotecan Penetration in Retinoblastoma Cells Through Image Sequence Analysis,2019,"World Congress on Medical Physics and Biomedical Engineering, September 7 - 12, 2009, Munich, Germany",https://doi.org/10.1007/978-3-030-30648-9_35,1,book-chapter,https://openalex.org/W2977504497,"[{'year': 2023, 'cited_by_count': 1}]",0.0,False
"Chan, Debora Mirta",Débora Chan,0000-0003-0125-7345,https://openalex.org/W3010733577,CALIDAD DE VIDA Y PRESTACIONES EN SALUD EN PACIENTES CON DIABETES MELLITUS TIPO 2 SEGÚN REGIÓN GEOGRÁFICA EN ARGENTINA,2019,Revista de la Sociedad Argentina de Diabetes,https://doi.org/10.47196/diab.v53i3.160,1,article,https://openalex.org/W3010733577,"[{'year': 2022, 'cited_by_count': 1}]",0.3862,False
"Chan, Debora Mirta",Débora Chan,0000-0003-0125-7345,https://openalex.org/W2247315711,Abstract: P419 RELATIONSHIP BETWEEN PLASMA APOLIPOPROTEIN-M AND HIGH DENSITY LIPOPROTEIN APOA KINETICS IN MEN,2009,Atherosclerosis Supplements,https://doi.org/10.1016/s1567-5688(09)70714-7,1,article,https://openalex.org/W2247315711,[],0.2328,False
"Chan, Debora Mirta",Débora Chan,0000-0003-0125-7345,https://openalex.org/W2017138729,3P-0778 Kinetics of HDL apoAI and apoAII in the metabolic syndrome,2003,Atherosclerosis Supplements,https://doi.org/10.1016/s1567-5688(03)90996-2,0,article,https://openalex.org/W2017138729,[],0.0,False
"Chan, Debora Mirta",Débora Chan,0000-0003-0125-7345,https://openalex.org/W2049444056,Evolution of Framingham cardiovascular risk score in HIV‐infected patients initiating EFV‐ and LPV/r‐based HAART in a Latin American cohort,2014,Journal of the International AIDS Society,https://doi.org/10.7448/ias.17.4.19547,0,article,https://openalex.org/W2049444056,[],0.0,False
"Chan, Debora Mirta",Débora Chan,0000-0003-0125-7345,https://openalex.org/W2062363899,Abstract: P412 PLASMA MARKERS OF CHOLESTEROL HOMEOSTASIS IN METABOLIC SYNDROME SUBJECTS WITH OR WITHOUT TYPE 2 DIABETES,2009,Atherosclerosis Supplements,https://doi.org/10.1016/s1567-5688(09)70707-x,0,article,https://openalex.org/W2062363899,[],0.0,False
